Plant,Price EUR,Pot Size,Height,Product URL,Catalogue Page
Rhododendron 'Fantastica' (Y) €21.07 29 cm 30-40 cm,21.07,29 cm,40 cm,https://www.floraccess.com/en/product/89366/rhododendron-fantastica-y/?source=Search,614
Rhododendron 'Fantastica' (Y) €50.45 37 cm 55-75 cm,50.45,37 cm,75 cm,https://www.floraccess.com/en/product/54750/rhododendron-fantastica-y/?source=Search,355
Rhododendron 'Fantastica' (Y) €7.83 19 cm 25-35 cm,7.83,19 cm,35 cm,https://www.floraccess.com/en/product/59421/rhododendron-fantastica-y/?source=Search,324
Rhododendron 'Germania' €113.35 47 cm 100-120 cm,113.35,47 cm,120 cm,https://www.floraccess.com/en/product/54754/rhododendron-germania/?source=Search,614
Rhododendron 'Germania' €13.22 23 cm 35-45 cm,13.22,23 cm,45 cm,https://www.floraccess.com/en/product/112783/rhododendron-germania/?source=Search,614
Rhododendron 'Germania' €195.08 62 cm 110-130 cm,195.08,62 cm,130 cm,https://www.floraccess.com/en/product/54755/rhododendron-germania/?source=Search,614
Rhododendron 'Germania' €21.77 29 cm 50-70 cm,21.77,29 cm,70 cm,https://www.floraccess.com/en/product/54751/rhododendron-germania/?source=Search,614
Rhododendron 'Germania' €54.60 37 cm 70-90 cm,54.6,37 cm,90 cm,https://www.floraccess.com/en/product/54752/rhododendron-germania/?source=Search,614
Rhododendron 'Germania' €7.91 19 cm 40-50 cm,7.91,19 cm,50 cm,https://www.floraccess.com/en/product/77936/rhododendron-germania/?source=Search,324
Rhododendron 'Germania' €76.23 40 cm 75-95 cm,76.23,40 cm,95 cm,https://www.floraccess.com/en/product/54753/rhododendron-germania/?source=Search,614
Rhododendron 'Gibraltar' (AK) €17.22 23 cm 55-75 cm,17.22,23 cm,75 cm,https://www.floraccess.com/en/product/92144/rhododendron-gibraltar-ak/?source=Search,614
Rhododendron 'Golden Torch' (Y) €20.38 29 cm 35-45 cm,20.38,29 cm,45 cm,https://www.floraccess.com/en/product/108645/rhododendron-golden-torch-y/?source=Search,297
Rhododendron 'Golden Torch' (Y) €47.66 37 cm 35-45 cm,47.66,37 cm,45 cm,https://www.floraccess.com/en/product/100139/rhododendron-golden-torch-y/?source=Search,614
Rhododendron 'Goldflimmer' €7.59 19 cm 25 cm,7.59,19 cm,25 cm,https://www.floraccess.com/en/product/46746/rhododendron-goldflimmer/?source=Search,271
Rhododendron 'Gomer Waterer' €21.77 29 cm 50-70 cm,21.77,29 cm,70 cm,https://www.floraccess.com/en/product/54764/rhododendron-gomer-waterer/?source=Search,614
Rhododendron 'Graziella' €21.07 29 cm 25-35 cm,21.07,29 cm,35 cm,https://www.floraccess.com/en/product/93495/rhododendron-graziella/?source=Search,614
Rhododendron 'Graziella' €51.84 37 cm 45-55 cm,51.84,37 cm,55 cm,https://www.floraccess.com/en/product/93496/rhododendron-graziella/?source=Search,614
Rhododendron 'Hisako' €7.99 19 cm 25-35 cm,7.99,19 cm,35 cm,https://www.floraccess.com/en/product/114161/rhododendron-hisako/?source=Search,614
Rhododendron 'Horizon Monarch' €115.67 45 cm 110-130 cm,115.67,45 cm,130 cm,https://www.floraccess.com/en/product/54773/rhododendron-horizon-monarch/?source=Search,614
Rhododendron 'Horizon Monarch' €13.83 23 cm 50-70 cm,13.83,23 cm,70 cm,https://www.floraccess.com/en/product/112794/rhododendron-horizon-monarch/?source=Search,614
Rhododendron 'Horizon Monarch' €198.55 62 cm 120-140 cm,198.55,62 cm,140 cm,https://www.floraccess.com/en/product/54774/rhododendron-horizon-monarch/?source=Search,614
Rhododendron 'Horizon Monarch' €22.46 29 cm 65-85 cm,22.46,29 cm,85 cm,https://www.floraccess.com/en/product/54769/rhododendron-horizon-monarch/?source=Search,324
Rhododendron 'Horizon Monarch' €54.62 37 cm 80-100 cm,54.62,37 cm,100 cm,https://www.floraccess.com/en/product/54770/rhododendron-horizon-monarch/?source=Search,614
Rhododendron 'Hot Shot Variegata' €7.42 19 cm 25-35 cm,7.42,19 cm,35 cm,https://www.floraccess.com/en/product/67998/rhododendron-hot-shot-variegata/?source=Search,614
Rhododendron 'Hot Shot' (AJ) €6.89 17 cm 28-38 cm,6.89,17 cm,38 cm,https://www.floraccess.com/en/product/78500/rhododendron-hot-shot-aj/?source=Search,614
Rhododendron 'Hydon Hunter' (Y) €104.08 45 cm 60-80 cm,104.08,45 cm,80 cm,https://www.floraccess.com/en/product/104375/rhododendron-hydon-hunter-y/?source=Search,615
Rhododendron 'Hydon Hunter' (Y) €201.88 68 cm 90-110 cm,201.88,68 cm,110 cm,https://www.floraccess.com/en/product/101914/rhododendron-hydon-hunter-y/?source=Search,615
Rhododendron 'Hydon Hunter' (Y) €51.84 37 cm 45-55 cm,51.84,37 cm,55 cm,https://www.floraccess.com/en/product/93494/rhododendron-hydon-hunter-y/?source=Search,615
Rhododendron 'Insurpassable' (AJ) €21.77 29 cm 50-70 cm,21.77,29 cm,70 cm,https://www.floraccess.com/en/product/96825/rhododendron-insurpassable-aj/?source=Search,615
Rhododendron 'Insurpassable' (AJ) €53.21 37 cm 60-80 cm,53.21,37 cm,80 cm,https://www.floraccess.com/en/product/55064/rhododendron-insurpassable-aj/?source=Search,615
Rhododendron 'Kalinka' (Y) €20.38 29 cm 40-50 cm,20.38,29 cm,50 cm,https://www.floraccess.com/en/product/54780/rhododendron-kalinka-y/?source=Search,615
Rhododendron 'Kalinka' (Y) €47.66 37 cm 40-50 cm,47.66,37 cm,50 cm,https://www.floraccess.com/en/product/100140/rhododendron-kalinka-y/?source=Search,615
Rhododendron 'Kalinka' (Y) €8.17 19 cm 25-35 cm,8.17,19 cm,35 cm,https://www.floraccess.com/en/product/46737/rhododendron-kalinka-y/?source=Search,615
Rhododendron 'Kermesina Rosé' (AJ) €7.42 19 cm 25-35 cm,7.42,19 cm,35 cm,https://www.floraccess.com/en/product/68001/rhododendron-kermesina-rose-aj/?source=Search,615
Rhododendron 'Kermesina' (AJ) €6.89 17 cm 28-38 cm,6.89,17 cm,38 cm,https://www.floraccess.com/en/product/78505/rhododendron-kermesina-aj/?source=Search,615
Rhododendron 'Kermesina' (AJ) €7.42 19 cm 25-35 cm,7.42,19 cm,35 cm,https://www.floraccess.com/en/product/67504/rhododendron-kermesina-aj/?source=Search,615
Rhododendron 'Kermesina' (AJ) €7.99 19 cm 25-35 cm,7.99,19 cm,35 cm,https://www.floraccess.com/en/product/114162/rhododendron-kermesina-aj/?source=Search,615
Rhododendron 'Kirstin' (AJ) €7.58 19 cm 25-35 cm,7.58,19 cm,35 cm,https://www.floraccess.com/en/product/113089/rhododendron-kirstin-aj/?source=Search,615
Rhododendron 'Kleiner Prinz' (AJ) €7.42 19 cm 25-35 cm,7.42,19 cm,35 cm,https://www.floraccess.com/en/product/113090/rhododendron-kleiner-prinz-aj/?source=Search,324
Rhododendron 'Königstein' (AJ) €6.89 17 cm 28-38 cm,6.89,17 cm,38 cm,https://www.floraccess.com/en/product/78501/rhododendron-konigstein-aj/?source=Search,615
Rhododendron 'Königstein' (AJ) €7.42 19 cm 25-35 cm,7.42,19 cm,35 cm,https://www.floraccess.com/en/product/68003/rhododendron-konigstein-aj/?source=Search,181
Rhododendron 'Lord Roberts' €115.67 45 cm 110-130 cm,115.67,45 cm,130 cm,https://www.floraccess.com/en/product/54789/rhododendron-lord-roberts/?source=Search,615
Rhododendron 'Lord Roberts' €13.83 23 cm 50-70 cm,13.83,23 cm,70 cm,https://www.floraccess.com/en/product/112784/rhododendron-lord-roberts/?source=Search,240
Rhododendron 'Lord Roberts' €21.77 29 cm 55-75 cm,21.77,29 cm,75 cm,https://www.floraccess.com/en/product/54786/rhododendron-lord-roberts/?source=Search,615
Rhododendron 'Lord Roberts' €55.99 37 cm 80-100 cm,55.99,37 cm,100 cm,https://www.floraccess.com/en/product/54787/rhododendron-lord-roberts/?source=Search,324
Rhododendron 'Lord Roberts' €7.92 19 cm 40-50 cm,7.92,19 cm,50 cm,https://www.floraccess.com/en/product/110743/rhododendron-lord-roberts/?source=Search,324
Rhododendron 'Lord Roberts' €77.97 40 cm 80-100 cm,77.97,40 cm,100 cm,https://www.floraccess.com/en/product/54788/rhododendron-lord-roberts/?source=Search,615
Rhododendron 'Luzi' (AJ) €23.16 29 cm 35-45 cm,23.16,29 cm,45 cm,https://www.floraccess.com/en/product/96816/rhododendron-luzi-aj/?source=Search,615
Rhododendron 'Luzi' (AJ) €54.60 37 cm 75-95 cm,54.6,37 cm,95 cm,https://www.floraccess.com/en/product/54790/rhododendron-luzi-aj/?source=Search,355
Rhododendron 'Madame Masson' €115.67 45 cm 110-130 cm,115.67,45 cm,130 cm,https://www.floraccess.com/en/product/54805/rhododendron-madame-masson/?source=Search,615
Rhododendron 'Madame Masson' €13.83 23 cm 50-70 cm,13.83,23 cm,70 cm,https://www.floraccess.com/en/product/112785/rhododendron-madame-masson/?source=Search,615
Rhododendron 'Madame Masson' €195.08 62 cm 110-130 cm,195.08,62 cm,130 cm,https://www.floraccess.com/en/product/54806/rhododendron-madame-masson/?source=Search,615
Rhododendron 'Madame Masson' €21.77 29 cm 55-75 cm,21.77,29 cm,75 cm,https://www.floraccess.com/en/product/54802/rhododendron-madame-masson/?source=Search,297
Rhododendron 'Madame Masson' €53.23 37 cm 75-95 cm,53.23,37 cm,95 cm,https://www.floraccess.com/en/product/54803/rhododendron-madame-masson/?source=Search,615
Rhododendron 'Madame Masson' €77.97 40 cm 90-110 cm,77.97,40 cm,110 cm,https://www.floraccess.com/en/product/54804/rhododendron-madame-masson/?source=Search,615
Rhododendron 'Madame van Hecke' (AJ) €21.42 29 cm 50-70 cm,21.42,29 cm,70 cm,https://www.floraccess.com/en/product/96818/rhododendron-madame-van-hecke-aj/?source=Search,616
Rhododendron 'Madame van Hecke' (AJ) €53.21 37 cm 60-80 cm,53.21,37 cm,80 cm,https://www.floraccess.com/en/product/54796/rhododendron-madame-van-hecke-aj/?source=Search,615
Rhododendron 'Marcel Menard' €13.63 23 cm 45-65 cm,13.63,23 cm,65 cm,https://www.floraccess.com/en/product/112786/rhododendron-marcel-menard/?source=Search,324
Rhododendron 'Marcel Menard' €198.55 62 cm 120-140 cm,198.55,62 cm,140 cm,https://www.floraccess.com/en/product/54811/rhododendron-marcel-menard/?source=Search,616
Rhododendron 'Marcel Menard' €22.46 29 cm 45-55 cm,22.46,29 cm,55 cm,https://www.floraccess.com/en/product/93499/rhododendron-marcel-menard/?source=Search,616
Rhododendron 'Marcel Menard' €54.60 37 cm 75-95 cm,54.6,37 cm,95 cm,https://www.floraccess.com/en/product/54807/rhododendron-marcel-menard/?source=Search,356
Rhododendron 'Marcel Menard' €7.92 19 cm 40-50 cm,7.92,19 cm,50 cm,https://www.floraccess.com/en/product/110737/rhododendron-marcel-menard/?source=Search,616
Rhododendron 'Marcel Menard' €77.97 40 cm 90-110 cm,77.97,40 cm,110 cm,https://www.floraccess.com/en/product/54808/rhododendron-marcel-menard/?source=Search,616
Rhododendron 'Markeeta's Prize' €115.67 45 cm 110-130 cm,115.67,45 cm,130 cm,https://www.floraccess.com/en/product/54815/rhododendron-markeetas-prize/?source=Search,616
Rhododendron 'Markeeta's Prize' €198.55 62 cm 120-140 cm,198.55,62 cm,140 cm,https://www.floraccess.com/en/product/54816/rhododendron-markeetas-prize/?source=Search,616
Rhododendron 'Markeeta's Prize' €21.77 29 cm 55-75 cm,21.77,29 cm,75 cm,https://www.floraccess.com/en/product/54812/rhododendron-markeetas-prize/?source=Search,616
Rhododendron 'Markeeta's Prize' €54.60 37 cm 70-90 cm,54.6,37 cm,90 cm,https://www.floraccess.com/en/product/54813/rhododendron-markeetas-prize/?source=Search,616
Rhododendron 'Markeeta's Prize' €77.97 40 cm 80-100 cm,77.97,40 cm,100 cm,https://www.floraccess.com/en/product/54814/rhododendron-markeetas-prize/?source=Search,616
Rhododendron 'Marlis' (Y) €17.56 23 cm 35-45 cm,17.56,23 cm,45 cm,https://www.floraccess.com/en/product/44369/rhododendron-marlis-y/?source=Search,356
Rhododendron 'Mary Helen' €7.42 19 cm 25-35 cm,7.42,19 cm,35 cm,https://www.floraccess.com/en/product/68005/rhododendron-mary-helen/?source=Search,616
Rhododendron 'Moederkensdag' (AJ) €6.89 17 cm 28-38 cm,6.89,17 cm,38 cm,https://www.floraccess.com/en/product/78503/rhododendron-moederkensdag-aj/?source=Search,616
Rhododendron 'Moederkensdag' (AJ) €7.42 19 cm 25-35 cm,7.42,19 cm,35 cm,https://www.floraccess.com/en/product/98944/rhododendron-moederkensdag-aj/?source=Search,201
Rhododendron 'Moser's Maroon' €21.77 29 cm 55-75 cm,21.77,29 cm,75 cm,https://www.floraccess.com/en/product/108644/rhododendron-mosers-maroon/?source=Search,283
Rhododendron 'Mrs T.H. Lowinsky' €53.90 37 cm 75-95 cm,53.9,37 cm,95 cm,https://www.floraccess.com/en/product/100128/rhododendron-mrs-th-lowinsky/?source=Search,356
Rhododendron 'Night Sky' €6.89 17 cm 28-38 cm,6.89,17 cm,38 cm,https://www.floraccess.com/en/product/78566/rhododendron-night-sky/?source=Search,616
Rhododendron 'Nova Zembla' €115.67 47 cm 110-130 cm,115.67,47 cm,130 cm,https://www.floraccess.com/en/product/54821/rhododendron-nova-zembla/?source=Search,616
Rhododendron 'Nova Zembla' €13.63 23 cm 45-65 cm,13.63,23 cm,65 cm,https://www.floraccess.com/en/product/112787/rhododendron-nova-zembla/?source=Search,616
Rhododendron 'Nova Zembla' €202.03 62 cm 130-150 cm,202.03,62 cm,150 cm,https://www.floraccess.com/en/product/54823/rhododendron-nova-zembla/?source=Search,616
Rhododendron 'Nova Zembla' €21.77 29 cm 55-75 cm,21.77,29 cm,75 cm,https://www.floraccess.com/en/product/54817/rhododendron-nova-zembla/?source=Search,616
Rhododendron 'Nova Zembla' €55.99 37 cm 80-100 cm,55.99,37 cm,100 cm,https://www.floraccess.com/en/product/54819/rhododendron-nova-zembla/?source=Search,616
Rhododendron 'Nova Zembla' €77.97 40 cm 90-110 cm,77.97,40 cm,110 cm,https://www.floraccess.com/en/product/54820/rhododendron-nova-zembla/?source=Search,616
Rhododendron 'Nova Zembla' €8.08 19 cm 30-40 cm,8.08,19 cm,40 cm,https://www.floraccess.com/en/product/79621/rhododendron-nova-zembla/?source=Search,616
Rhododendron 'Onkel Dines' €111.04 47 cm 90-110 cm,111.04,47 cm,110 cm,https://www.floraccess.com/en/product/54892/rhododendron-onkel-dines/?source=Search,616
Rhododendron 'Onkel Dines' €191.60 62 cm 110-130 cm,191.6,62 cm,130 cm,https://www.floraccess.com/en/product/100130/rhododendron-onkel-dines/?source=Search,616
Rhododendron 'Onkel Dines' €54.60 37 cm 70-90 cm,54.6,37 cm,90 cm,https://www.floraccess.com/en/product/54893/rhododendron-onkel-dines/?source=Search,616
Rhododendron 'Percy Wiseman' (Y) €21.07 29 cm 45-55 cm,21.07,29 cm,55 cm,https://www.floraccess.com/en/product/54868/rhododendron-percy-wiseman-y/?source=Search,617
Rhododendron 'Percy Wiseman' (Y) €51.84 37 cm 65-85 cm,51.84,37 cm,85 cm,https://www.floraccess.com/en/product/108647/rhododendron-percy-wiseman-y/?source=Search,616
Rhododendron 'Pink Lady' (C) €7.75 19 cm 30-40 cm,7.75,19 cm,40 cm,https://www.floraccess.com/en/product/46752/rhododendron-pink-lady-c/?source=Search,271
Rhododendron 'Pleasant White' (AJ) €6.89 17 cm 28-38 cm,6.89,17 cm,38 cm,https://www.floraccess.com/en/product/78504/rhododendron-pleasant-white-aj/?source=Search,617
Rhododendron 'Pleasant White' (AJ) €7.42 19 cm 25-35 cm,7.42,19 cm,35 cm,https://www.floraccess.com/en/product/68008/rhododendron-pleasant-white-aj/?source=Search,201
Rhododendron 'Polaris' (Y) €20.38 29 cm 40-50 cm,20.38,29 cm,50 cm,https://www.floraccess.com/en/product/54889/rhododendron-polaris-y/?source=Search,324
Rhododendron 'Polaris' (Y) €47.66 37 cm 45-55 cm,47.66,37 cm,55 cm,https://www.floraccess.com/en/product/100142/rhododendron-polaris-y/?source=Search,617
Rhododendron 'Polarnacht' €13.22 23 cm 35-45 cm,13.22,23 cm,45 cm,https://www.floraccess.com/en/product/112790/rhododendron-polarnacht/?source=Search,617
Rhododendron 'Polarnacht' €21.77 29 cm 55-75 cm,21.77,29 cm,75 cm,https://www.floraccess.com/en/product/54887/rhododendron-polarnacht/?source=Search,138
Rhododendron 'Porzellan' (Y) €21.07 29 cm 25-35 cm,21.07,29 cm,35 cm,https://www.floraccess.com/en/product/89367/rhododendron-porzellan-y/?source=Search,617
Rhododendron 'Porzellan' (Y) €49.05 37 cm 45-55 cm,49.05,37 cm,55 cm,https://www.floraccess.com/en/product/100143/rhododendron-porzellan-y/?source=Search,617
Rhododendron 'Praecox' €21.77 29 cm 50-70 cm,21.77,29 cm,70 cm,https://www.floraccess.com/en/product/54880/rhododendron-praecox/?source=Search,617
Rhododendron 'Praecox' €51.84 37 cm 65-85 cm,51.84,37 cm,85 cm,https://www.floraccess.com/en/product/54879/rhododendron-praecox/?source=Search,617
Rhododendron 'Princess Anne' €12.16 21 cm 30-40 cm,12.16,21 cm,40 cm,https://www.floraccess.com/en/product/97430/rhododendron-princess-anne/?source=Search,617
Rhododendron 'Princess Anne' €6.89 17 cm 28-38 cm,6.89,17 cm,38 cm,https://www.floraccess.com/en/product/78567/rhododendron-princess-anne/?source=Search,324
Rhododendron 'Purpertraum' (AJ) €7.42 19 cm 25-35 cm,7.42,19 cm,35 cm,https://www.floraccess.com/en/product/68009/rhododendron-purpertraum-aj/?source=Search,617
Rhododendron 'Radja' (AJ) €108.72 45 cm 80-100 cm,108.72,45 cm,100 cm,https://www.floraccess.com/en/product/96820/rhododendron-radja-aj/?source=Search,617
Rhododendron 'Radja' (AJ) €21.07 29 cm 45-65 cm,21.07,29 cm,65 cm,https://www.floraccess.com/en/product/54864/rhododendron-radja-aj/?source=Search,271
Rhododendron 'Radja' (AJ) €51.84 37 cm 60-80 cm,51.84,37 cm,80 cm,https://www.floraccess.com/en/product/54863/rhododendron-radja-aj/?source=Search,617
Rhododendron 'Ramapo' €20.38 29 cm 35-45 cm,20.38,29 cm,45 cm,https://www.floraccess.com/en/product/71472/rhododendron-ramapo/?source=Search,617
Rhododendron 'Ramapo' €6.89 17 cm 28-38 cm,6.89,17 cm,38 cm,https://www.floraccess.com/en/product/78568/rhododendron-ramapo/?source=Search,289
Rhododendron 'Red Jack' €21.77 29 cm 35-45 cm,21.77,29 cm,45 cm,https://www.floraccess.com/en/product/54857/rhododendron-red-jack/?source=Search,617
Rhododendron 'Red Jack' €54.62 37 cm 50-70 cm,54.62,37 cm,70 cm,https://www.floraccess.com/en/product/93500/rhododendron-red-jack/?source=Search,617
Rhododendron 'Rokoko' (AJ) €7.42 19 cm 25-35 cm,7.42,19 cm,35 cm,https://www.floraccess.com/en/product/68010/rhododendron-rokoko-aj/?source=Search,617
Rhododendron 'Roseum Elegans' €115.67 47 cm 110-130 cm,115.67,47 cm,130 cm,https://www.floraccess.com/en/product/54859/rhododendron-roseum-elegans/?source=Search,617
Rhododendron 'Roseum Elegans' €13.83 23 cm 50-70 cm,13.83,23 cm,70 cm,https://www.floraccess.com/en/product/112789/rhododendron-roseum-elegans/?source=Search,617
Rhododendron 'Roseum Elegans' €202.03 62 cm 130-150 cm,202.03,62 cm,150 cm,https://www.floraccess.com/en/product/54858/rhododendron-roseum-elegans/?source=Search,617
Rhododendron 'Roseum Elegans' €23.83 29 cm 65-85 cm,23.83,29 cm,85 cm,https://www.floraccess.com/en/product/54862/rhododendron-roseum-elegans/?source=Search,617
Rhododendron 'Roseum Elegans' €54.62 37 cm 80-100 cm,54.62,37 cm,100 cm,https://www.floraccess.com/en/product/54861/rhododendron-roseum-elegans/?source=Search,617
Rhododendron 'Saffrano' €21.07 29 cm 25-35 cm,21.07,29 cm,35 cm,https://www.floraccess.com/en/product/89362/rhododendron-saffrano/?source=Search,617
Rhododendron 'Saffrano' €53.21 37 cm 65-85 cm,53.21,37 cm,85 cm,https://www.floraccess.com/en/product/54854/rhododendron-saffrano/?source=Search,617
Rhododendron 'Scarlet Wonder' (F) €12.16 21 cm 30-40 cm,12.16,21 cm,40 cm,https://www.floraccess.com/en/product/97432/rhododendron-scarlet-wonder-f/?source=Search,618
Rhododendron 'Scarlet Wonder' (F) €6.31 17 cm 20 cm,6.31,17 cm,20 cm,https://www.floraccess.com/en/product/67527/rhododendron-scarlet-wonder-f/?source=Search,617
Rhododendron 'Scarlet Wonder' (F) €6.89 17 cm 28-38 cm,6.89,17 cm,38 cm,https://www.floraccess.com/en/product/78569/rhododendron-scarlet-wonder-f/?source=Search,324
Rhododendron 'Scarlet Wonder' (F) €8.16 19 cm 30-40 cm,8.16,19 cm,40 cm,https://www.floraccess.com/en/product/115301/rhododendron-scarlet-wonder-f/?source=Search,618
Rhododendron 'Scintillation' €21.07 29 cm 55-75 cm,21.07,29 cm,75 cm,https://www.floraccess.com/en/product/23885/rhododendron-scintillation/?source=Search,618
Rhododendron 'Shamrock' €12.16 21 cm 30-40 cm,12.16,21 cm,40 cm,https://www.floraccess.com/en/product/97433/rhododendron-shamrock/?source=Search,618
Rhododendron 'Shamrock' €6.89 17 cm 28-38 cm,6.89,17 cm,38 cm,https://www.floraccess.com/en/product/78570/rhododendron-shamrock/?source=Search,289
Rhododendron 'Shamrock' €7.83 19 cm 30-40 cm,7.83,19 cm,40 cm,https://www.floraccess.com/en/product/125541/rhododendron-shamrock/?source=Search,618
Rhododendron 'Silberwolke' (Y) €20.38 29 cm 35-45 cm,20.38,29 cm,45 cm,https://www.floraccess.com/en/product/54849/rhododendron-silberwolke-y/?source=Search,618
Rhododendron 'Silver Sword' (AJ) €7.99 19 cm 25-35 cm,7.99,19 cm,35 cm,https://www.floraccess.com/en/product/114163/rhododendron-silver-sword-aj/?source=Search,618
